id,marca,modelo,tipo,is_derco,marca_modelo,tipo_gpt
496,mercedes benz,citan,furgon,False,mercedes benz citan,Van
497,mercedes benz,cla,automovil,False,mercedes benz cla,Sedan
498,mercedes benz,e,automovil,False,mercedes benz e,Sedan
499,mercedes benz,e220,automovil,False,mercedes benz e220,Sedan
500,mercedes benz,e63,automovil,False,mercedes benz e63,Sedan
501,mercedes benz,g,station wagon,False,mercedes benz g,Sedan
502,mercedes benz,gla,station wagon,False,mercedes benz gla,SUV
503,mercedes benz,glc,station wagon,False,mercedes benz glc,SUV
504,mercedes benz,gle,station wagon,False,mercedes benz gle,SUV
505,mercedes benz,gls,station wagon,False,mercedes benz gls,SUV
506,mercedes benz,ml,station wagon,False,mercedes benz ml,SUV
507,mercedes benz,s,automovil,False,mercedes benz s,Sedan
508,mercedes benz,s600,automovil,False,mercedes benz s600,Sedan
509,mercedes benz,s63,automovil,False,mercedes benz s63,Sedan
510,mercedes benz,sl,automovil,False,mercedes benz sl,Sedan
511,mercedes benz,sl500,automovil,False,mercedes benz sl500,Convertible
512,mercedes benz,sl63,automovil,False,mercedes benz sl63,Sedan
513,mercedes benz,slc,automovil,False,mercedes benz slc,Convertible
514,mercedes benz,slk,automovil,False,mercedes benz slk,Convertible
515,mercedes benz,slk55,automovil,False,mercedes benz slk55,Convertible
516,mercedes benz,sprinter,furgon,False,mercedes benz sprinter,Van
517,mercedes benz,vito,furgon,False,mercedes benz vito,Van
518,mercedes benz,x,camioneta,False,mercedes benz x,Sedan
519,mg,3,automovil,False,mg 3,Hatchback
520,mg,360,automovil,False,mg 360,Sedan
521,mg,5,automovil,False,mg 5,Hatchback
522,mg,6,automovil,False,mg 6,Sedan
523,mg,gs,station wagon,False,mg gs,SUV
524,mg,gt,automovil,False,mg gt,Coupe
525,mg,hs,station wagon,False,mg hs,Hatchback
526,mg,rx5,station wagon,False,mg rx5,Hatchback
527,mg,zs,station wagon,False,mg zs,Hatchback
528,mini,cooper,automovil,False,mini cooper,Hatchback
529,mini,countryman,automovil,False,mini countryman,SUV
530,mini,f55,automovil,False,mini f55,Hatchback
531,mini,f56,automovil,False,mini f56,Hatchback
532,mini,f57,automovil,False,mini f57,Hatchback
533,mitsubishi,asx,station wagon,False,mitsubishi asx,SUV
534,mitsubishi,chariot,station wagon,False,mitsubishi chariot,Station Wagon
535,mitsubishi,colt,station wagon,False,mitsubishi colt,Hatchback
536,mitsubishi,delica,station wagon,False,mitsubishi delica,SUV
537,mitsubishi,eclipse,automovil,False,mitsubishi eclipse,Coupe
538,mitsubishi,galant,automovil,False,mitsubishi galant,Sedan
539,mitsubishi,l200,camioneta,False,mitsubishi l200,Station Wagon
540,mitsubishi,lancer,automovil,False,mitsubishi lancer,Sedan
541,mitsubishi,mirage,automovil,False,mitsubishi mirage,Hatchback
542,mitsubishi,montero,station wagon,False,mitsubishi montero,SUV
543,mitsubishi,outlander,station wagon,False,mitsubishi outlander,SUV
544,nissan,370z,automovil,False,nissan 370z,Coupe
545,nissan,altima,automovil,False,nissan altima,Sedan
546,nissan,armada,station wagon,False,nissan armada,SUV
547,nissan,bluebird,automovil,False,nissan bluebird,Sedan
548,nissan,gtr,automovil,False,nissan gtr,Coupe
549,nissan,juke,station wagon,False,nissan juke,Hatchback
550,nissan,kicks,station wagon,False,nissan kicks,SUV
551,nissan,leaf,automovil,False,nissan leaf,Hatchback
552,nissan,march,automovil,False,nissan march,Hatchback
553,nissan,maxima,automovil,False,nissan maxima,Sedan
554,nissan,murano,station wagon,False,nissan murano,SUV
555,nissan,navara,camioneta,False,nissan navara,SUV
556,nissan,note,station wagon,False,nissan note,Hatchback
557,nissan,np300,camioneta,False,nissan np300,SUV
558,nissan,nv200,station wagon,False,nissan nv200,Van
559,nissan,nv350,furgon,False,nissan nv350,Van
560,nissan,pathfinder,station wagon,False,nissan pathfinder,SUV
561,nissan,patrol,station wagon,False,nissan patrol,SUV
562,nissan,primera,automovil,False,nissan primera,Sedan
563,nissan,qashqai,station wagon,False,nissan qashqai,SUV
564,nissan,rogue,station wagon,False,nissan rogue,SUV
565,nissan,sentra,automovil,False,nissan sentra,Sedan
566,nissan,sunny,automovil,False,nissan sunny,Sedan
567,nissan,terrano,camioneta,False,nissan terrano,SUV
568,nissan,tiida,automovil,False,nissan tiida,Sedan
569,nissan,titan,camioneta,False,nissan titan,Station Wagon
570,nissan,urvan,furgon,False,nissan urvan,Van
571,nissan,v16,automovil,False,nissan v16,Sedan
572,nissan,versa,automovil,False,nissan versa,Sedan
573,nissan,xtrail,station wagon,False,nissan xtrail,SUV
574,opel,astra,automovil,False,opel astra,Hatchback
575,opel,combo,furgon,False,opel combo,Hatchback
576,opel,corsa,automovil,False,opel corsa,Hatchback
577,opel,crossland,station wagon,False,opel crossland,Hatchback
578,opel,crossland x,station wagon,False,opel crossland x,Hatchback
579,opel,grandland,station wagon,False,opel grandland,SUV
580,opel,grandland x,station wagon,False,opel grandland x,SUV
581,opel,insignia,automovil,False,opel insignia,Sedan
582,opel,meriva,station wagon,False,opel meriva,Hatchback
583,opel,mokka,station wagon,False,opel mokka,SUV
584,opel,vivaro,furgon,False,opel vivaro,Van
585,peugeot,106,automovil,False,peugeot 106,Hatchback
586,peugeot,108,automovil,False,peugeot 108,Hatchback
587,peugeot,2008,station wagon,False,peugeot 2008,Hatchback
588,peugeot,205,automovil,False,peugeot 205,Hatchback
589,peugeot,206,automovil,False,peugeot 206,Hatchback
590,peugeot,207,automovil,False,peugeot 207,Hatchback
591,peugeot,208,automovil,False,peugeot 208,Hatchback
592,peugeot,3008,station wagon,False,peugeot 3008,SUV
593,peugeot,301,automovil,False,peugeot 301,Sedan
594,peugeot,306,automovil,False,peugeot 306,Hatchback
595,peugeot,307,automovil,False,peugeot 307,Sedan
596,peugeot,308,automovil,False,peugeot 308,Hatchback
597,peugeot,4008,station wagon,False,peugeot 4008,SUV
598,peugeot,405,automovil,False,peugeot 405,Sedan
599,peugeot,406,automovil,False,peugeot 406,Sedan
600,peugeot,407,automovil,False,peugeot 407,Sedan
601,peugeot,5008,station wagon,False,peugeot 5008,SUV
602,peugeot,504,camioneta,False,peugeot 504,Sedan
603,peugeot,505,station wagon,False,peugeot 505,Sedan
604,peugeot,508,automovil,False,peugeot 508,Sedan
605,peugeot,605,automovil,False,peugeot 605,Sedan
606,peugeot,607,automovil,False,peugeot 607,Sedan
607,peugeot,bipper,furgon,False,peugeot bipper,Hatchback
608,peugeot,boxer,furgon,False,peugeot boxer,Van
609,peugeot,expert,furgon,False,peugeot expert,Van
610,peugeot,partner,furgon,False,peugeot partner,Van
611,peugeot,partner maxi,furgon,False,peugeot partner maxi,Van
612,peugeot,rcz,automovil,False,peugeot rcz,Coupe
613,peugeot,rifter,station wagon,False,peugeot rifter,Station Wagon
614,peugeot,tepee,station wagon,False,peugeot tepee,Station Wagon
615,peugeot,traveller,station wagon,False,peugeot traveller,Van
616,porsche,718,automovil,False,porsche 718,Coupe
617,porsche,911,automovil,False,porsche 911,Coupe
618,porsche,cayenne,station wagon,False,porsche cayenne,SUV
619,porsche,cayman,automovil,False,porsche cayman,Coupe
620,porsche,macan,station wagon,False,porsche macan,SUV
621,porsche,panamera,automovil,False,porsche panamera,Sedan
622,proton,preve,automovil,False,proton preve,Sedan
623,renault,19,automovil,True,renault 19,Hatchback
624,renault,21,automovil,True,renault 21,Sedan
625,renault,alaskan,camioneta,True,renault alaskan,SUV
626,renault,arkana,station wagon,True,renault arkana,Hatchback
627,renault,captur,station wagon,True,renault captur,SUV
628,renault,clio,automovil,True,renault clio,Hatchback
629,renault,dokker,furgon,True,renault dokker,Van
630,renault,duster,station wagon,True,renault duster,SUV
631,renault,express,furgon,True,renault express,Hatchback
632,renault,fluence,automovil,True,renault fluence,Sedan
633,renault,kangoo,furgon,True,renault kangoo,Van
634,renault,koleos,station wagon,True,renault koleos,SUV
635,renault,laguna,automovil,True,renault laguna,Sedan
636,renault,latitude,automovil,True,renault latitude,Sedan
637,renault,logan,automovil,True,renault logan,Sedan
638,renault,master,furgon,True,renault master,Van
639,renault,megane,automovil,True,renault megane,Sedan
640,renault,oroch,camioneta,True,renault oroch,Station Wagon
641,renault,sandero,automovil,True,renault sandero,Hatchback
642,renault,scenic,station wagon,True,renault scenic,Station Wagon
643,renault,symbol,automovil,True,renault symbol,Sedan
644,renault,twingo,automovil,True,renault twingo,Hatchback
645,renault,zoe,automovil,True,renault zoe,Hatchback
646,seat,arona,station wagon,False,seat arona,Hatchback
647,seat,ateca,station wagon,False,seat ateca,SUV
648,seat,ibiza,automovil,False,seat ibiza,Hatchback
649,seat,leon,automovil,False,seat leon,Hatchback
650,seat,tarraco,station wagon,False,seat tarraco,SUV
651,skoda,fabia,automovil,False,skoda fabia,Hatchback
652,skoda,karoq,station wagon,False,skoda karoq,SUV
653,skoda,kodiaq,station wagon,False,skoda kodiaq,SUV
654,skoda,octavia,automovil,False,skoda octavia,Sedan
655,skoda,rapid,automovil,False,skoda rapid,Sedan
656,skoda,superb,automovil,False,skoda superb,Sedan
657,skoda,yeti,station wagon,False,skoda yeti,SUV
658,ssangyong,actyon,camioneta,False,ssangyong actyon,SUV
659,ssangyong,chairman,automovil,False,ssangyong chairman,SUV
660,ssangyong,istana,station wagon,False,ssangyong istana,SUV
661,ssangyong,korando,station wagon,False,ssangyong korando,SUV
662,ssangyong,kyron,station wagon,False,ssangyong kyron,SUV
663,ssangyong,musso,camioneta,False,ssangyong musso,SUV
664,ssangyong,rexton,station wagon,False,ssangyong rexton,SUV
665,ssangyong,rodius,station wagon,False,ssangyong rodius,SUV
666,ssangyong,stavic,station wagon,False,ssangyong stavic,SUV
667,ssangyong,tivoli,station wagon,False,ssangyong tivoli,SUV
668,ssangyong,xlv,station wagon,False,ssangyong xlv,SUV
669,subaru,baja,camioneta,False,subaru baja,Station Wagon
670,subaru,brz,automovil,False,subaru brz,Coupe
671,subaru,evoltis,station wagon,False,subaru evoltis,Sedan
672,subaru,forester,station wagon,False,subaru forester,SUV
673,subaru,impreza,automovil,False,subaru impreza,Sedan
674,subaru,justy,automovil,False,subaru justy,Hatchback
675,subaru,legacy,automovil,False,subaru legacy,Sedan
676,subaru,outback,station wagon,False,subaru outback,Station Wagon
677,subaru,sambar,camioneta,False,subaru sambar,Van
678,subaru,tribeca,station wagon,False,subaru tribeca,SUV
679,subaru,wrx,automovil,False,subaru wrx,Sedan
680,subaru,xv,station wagon,False,subaru xv,SUV
681,suzuki,aerio,automovil,True,suzuki aerio,Sedan
682,suzuki,alto,automovil,True,suzuki alto,Hatchback
683,suzuki,apv,furgon,True,suzuki apv,Van
684,suzuki,baleno,automovil,True,suzuki baleno,Hatchback
685,suzuki,carry,furgon,True,suzuki carry,Van
686,suzuki,celerio,automovil,True,suzuki celerio,Hatchback
687,suzuki,ciaz,automovil,True,suzuki ciaz,Sedan
688,suzuki,dzire,automovil,True,suzuki dzire,Sedan
689,suzuki,ertiga,station wagon,True,suzuki ertiga,Station Wagon
690,suzuki,ignis,automovil,True,suzuki ignis,Hatchback
691,suzuki,jimny,station wagon,True,suzuki jimny,SUV
692,suzuki,kizashi,automovil,True,suzuki kizashi,Sedan
693,suzuki,maruti,automovil,True,suzuki maruti,Hatchback
694,suzuki,nomade,station wagon,True,suzuki nomade,SUV
695,suzuki,samurai,jeep,True,suzuki samurai,SUV
696,suzuki,scross,automovil,True,suzuki scross,Hatchback
697,suzuki,sidekick,station wagon,True,suzuki sidekick,SUV
698,suzuki,swift,automovil,True,suzuki swift,Hatchback
699,suzuki,sx4,automovil,True,suzuki sx4,Hatchback
700,suzuki,vitara,station wagon,True,suzuki vitara,SUV
701,suzuki,xl7,station wagon,True,suzuki xl7,SUV
702,tata,xenon,camioneta,False,tata xenon,SUV
703,toyota,4runner,station wagon,False,toyota 4runner,SUV
704,toyota,auris,automovil,False,toyota auris,Hatchback
705,toyota,aygo,automovil,False,toyota aygo,Hatchback
706,toyota,camry,automovil,False,toyota camry,Sedan
707,toyota,carina,automovil,False,toyota carina,Sedan
708,toyota,celica,automovil,False,toyota celica,Coupe
709,toyota,corolla,automovil,False,toyota corolla,Sedan
710,toyota,corona,automovil,False,toyota corona,Sedan
711,toyota,fj cruiser,jeep,False,toyota fj cruiser,SUV
712,toyota,fortuner,station wagon,False,toyota fortuner,SUV
713,toyota,hiace,furgon,False,toyota hiace,Van
714,toyota,highlander,station wagon,False,toyota highlander,SUV
715,toyota,hilux,camioneta,False,toyota hilux,Station Wagon
716,toyota,land cruiser,station wagon,False,toyota land cruiser,SUV
717,toyota,passo,automovil,False,toyota passo,Hatchback
718,toyota,prado,station wagon,False,toyota prado,SUV
719,toyota,prius,automovil,False,toyota prius,Hatchback
720,toyota,rav4,station wagon,False,toyota rav4,SUV
721,toyota,rush,station wagon,False,toyota rush,SUV
722,toyota,sienna,station wagon,False,toyota sienna,Station Wagon
723,toyota,starlet,automovil,False,toyota starlet,Hatchback
724,toyota,supra,automovil,False,toyota supra,Coupe
725,toyota,tacoma,camioneta,False,toyota tacoma,Station Wagon
726,toyota,tercel,automovil,False,toyota tercel,Sedan
727,toyota,townace,station wagon,False,toyota townace,Van
728,toyota,tundra,camioneta,False,toyota tundra,Station Wagon
729,toyota,urban cruiser,automovil,False,toyota urban cruiser,Hatchback
730,toyota,vitz,automovil,False,toyota vitz,Hatchback
731,toyota,yaris,automovil,False,toyota yaris,Hatchback
732,volkswagen,amarok,camioneta,False,volkswagen amarok,Station Wagon
733,volkswagen,atlas,station wagon,False,volkswagen atlas,SUV
734,volkswagen,beetle,automovil,False,volkswagen beetle,Hatchback
735,volkswagen,bora,automovil,False,volkswagen bora,Sedan
736,volkswagen,caddy,furgon,False,volkswagen caddy,Van
737,volkswagen,crafter,furgon,False,volkswagen crafter,Van
738,volkswagen,crossfox,automovil,False,volkswagen crossfox,Hatchback
739,volkswagen,fox,automovil,False,volkswagen fox,Hatchback
740,volkswagen,gol,automovil,False,volkswagen gol,Hatchback
741,volkswagen,golf,automovil,False,volkswagen golf,Hatchback
742,volkswagen,jetta,automovil,False,volkswagen jetta,Sedan
743,volkswagen,kombi,furgon,False,volkswagen kombi,Van
744,volkswagen,parati,station wagon,False,volkswagen parati,Hatchback
745,volkswagen,passat,automovil,False,volkswagen passat,Sedan
746,volkswagen,polo,automovil,False,volkswagen polo,Hatchback
747,volkswagen,saveiro,camioneta,False,volkswagen saveiro,Hatchback
748,volkswagen,scirocco,automovil,False,volkswagen scirocco,Coupe
749,volkswagen,tiguan,station wagon,False,volkswagen tiguan,SUV
750,volkswagen,touareg,station wagon,False,volkswagen touareg,SUV
751,volkswagen,transporter,furgon,False,volkswagen transporter,Van
752,volkswagen,vento,automovil,False,volkswagen vento,Sedan
753,volkswagen,virtus,automovil,False,volkswagen virtus,Sedan
754,volkswagen,voyage,automovil,False,volkswagen voyage,Sedan
755,volvo,s60,automovil,False,volvo s60,Sedan
756,volvo,s90,automovil,False,volvo s90,Sedan
757,volvo,v40,automovil,False,volvo v40,Sedan
758,volvo,v60,station wagon,False,volvo v60,Station Wagon
759,volvo,v90,station wagon,False,volvo v90,Station Wagon
760,volvo,xc40,station wagon,False,volvo xc40,SUV
761,volvo,xc60,station wagon,False,volvo xc60,SUV
762,volvo,xc90,station wagon,False,volvo xc90,SUV
763,zna,rich,camioneta,False,zna rich,Hatchback
764,zna,succe,station wagon,False,zna succe,Sedan
765,zxauto,grandtiger,camioneta,False,zxauto grandtiger,SUV
766,zxauto,terralord,camioneta,False,zxauto terralord,SUV
